Wavelength,O5V,B5V,A5V,F5V,G5V,K5V,M5V
7270,132133.781,4586.415,561.602,181.189,48.524,9.929,0.017
7290,131267.892,4556.118,557.148,178.51,47.461,9.97,0.018
7310,130691.757,4549.337,557.648,180.333,48.318,10.126,0.02
7330,130125.602,4531.607,556.409,180.485,48.42,10.094,0.021
7350,129466.196,4514.997,556.93,181.313,48.686,10.179,0.022
7370,128760.179,4496.893,555.822,181.561,48.895,10.452,0.024
7390,128117.416,4479.287,551.889,178.938,47.911,10.394,0.025
7410,127461.344,4460.5,545.826,176.274,47.049,10.329,0.026
7430,126875.207,4436.361,546.891,179.173,48.261,10.576,0.027
7450,126115.894,4422.862,547.413,179.877,48.514,10.57,0.027
7470,125586.362,4400.154,543.805,180.719,48.996,10.743,0.028
7490,124773.778,4387.09,543.892,180.015,48.75,10.754,0.029
7510,124300.871,4370.791,545.087,180.374,48.875,10.895,0.029
7530,123738.048,4356.295,544.674,180.885,49.125,11.017,0.03
7550,123111.946,4339.685,545.066,181.63,49.385,11.11,0.03
7570,122499.163,4323.448,543.023,180.816,49.141,11.11,0.03
7590,120560.913,4305.281,541.893,180.719,49.136,11.073,0.031
7610,121236.975,4291.347,540.589,180.471,49.109,11.099,0.03
7630,120700.793,4273.927,539.698,181.051,49.372,11.128,0.026
7650,120114.647,4256.57,537.677,180.857,49.481,11.086,0.024
7670,119541.843,4240.458,533.266,178.055,48.347,10.548,0.022
7690,118809.171,4223.972,534.439,180.54,49.513,11.018,0.021
7710,118306.288,4207.796,532.614,179.38,49.03,10.75,0.021
7730,117650.223,4192.057,533.635,180.485,49.321,10.993,0.021
7750,117163.991,4175.757,531.071,178.98,48.884,10.914,0.021
7770,116687.751,4111.742,519.576,178.897,49.632,11.178,0.021
7790,116104.955,4144.278,530.789,181.161,49.828,11.234,0.022
7810,115562.102,4130.032,528.768,180.623,49.73,11.267,0.022
7830,114995.951,4114.293,525.356,179.504,49.401,11.164,0.022
7850,114269.939,4085.302,522.879,179.145,49.385,11.162,0.021
7870,113846.998,4068.567,522.705,180.733,50.017,11.487,0.023
7890,113350.779,4048.348,520.749,180.692,49.961,11.447,0.023
7910,112844.571,4050.526,519.489,179.822,49.487,11.347,0.023
7930,112321.698,4037.274,517.729,177.792,48.876,11.38,0.024
7950,111772.203,4008.222,515.708,178.51,49.017,11.286,0.025
7970,111156.094,4006.729,519.728,180.526,49.924,11.689,0.025
7990,110736.471,3969.029,513.622,180.567,50.11,11.716,0.027
8010,110213.619,3977.241,515.556,179.187,49.567,11.729,0.028
8030,109630.803,3962.186,514.056,179.435,49.696,11.763,0.028
8050,109187.873,3946.882,513.404,178.842,49.499,11.797,0.03
8070,108688.327,3933.941,512.622,180.043,49.977,11.861,0.031
8090,108172.133,3917.393,511.036,178.441,49.279,11.837,0.032
8110,107665.921,3902.649,511.514,179.974,49.9,11.996,0.033
8130,107186.352,3889.46,510.884,180.374,50.163,12.168,0.034
8150,106673.487,3875.028,509.558,179.974,50.037,12.211,0.035
8170,106097.328,3862.647,508.493,179.822,50.077,12.235,0.035
8190,105191.489,3844.792,500.105,176.067,48.811,11.575,0.034
8210,100096.089,3822.52,501.474,177.144,49.158,12.068,0.037
8230,99053.704,3803.297,500.17,176.867,49.182,12.225,0.037
8250,99166.932,3809.519,500.409,177.723,49.678,12.273,0.037
8270,98770.623,3797.574,504.712,179.518,50.253,12.506,0.037
8290,98380.985,3778.04,503.191,179.201,50.166,12.488,0.037
8310,98001.318,3768.957,500.822,177.447,49.45,12.295,0.037
8330,97631.662,3749.484,495.042,175.956,49.247,12.131,0.035
8350,97298.624,3722.049,497.063,177.737,49.696,12.333,0.036
8370,97711.587,3695.609,496.063,178.358,49.996,12.393,0.036
8390,97448.491,3656.478,489.718,176.55,49.245,11.808,0.035
8410,97734.889,3625.435,487.806,177.972,50.085,12.461,0.035
8430,98687.368,3595.262,483.655,176.274,49.345,11.94,0.03
8450,98181.16,3572.742,475.789,175.708,49.786,12.205,0.025
8470,97844.801,3511.215,473.768,175.363,49.516,12.219,0.027
8490,98527.515,3597.875,476.549,175.998,49.862,12.376,0.027
8510,98021.316,3464.121,456.579,169.675,48.013,11.922,0.027
8530,97631.661,3639.121,480.244,177.005,50.098,12.508,0.028
8550,97085.493,3347.536,435.479,166.251,47.437,11.941,0.029
8570,96839.048,3708.425,488.327,178.455,50.538,12.735,0.03
8590,96039.762,3453.358,457.948,174.161,49.54,12.648,0.031
8610,95839.957,3402.718,452.429,173.623,49.573,12.665,0.033
8630,95780.003,3753.653,494.303,177.903,50.314,12.822,0.034
8650,95037.345,3589.663,474.007,176.785,50.385,13.022,0.035
8670,93745.183,3170.98,405.686,162.413,46.914,12.096,0.034
8690,94587.752,3670.352,479.505,173.885,49.153,12.463,0.036
8710,94331.31,3777.293,501.931,176.826,49.908,12.995,0.038
8730,93552.018,3641.237,480.939,175.915,49.994,13.051,0.039
8750,91547.158,3091.972,400.884,167.742,49.024,13.069,0.039
8770,92443.024,3512.957,465.901,175.722,50.26,13.086,0.04
8790,92955.887,3735.86,503.191,176.785,50.025,13.209,0.041
8810,92502.961,3753.466,507.124,174.962,49.07,12.766,0.041
8830,92066.696,3689.015,491.348,175.583,49.921,13.042,0.041
8850,90338.266,3404.024,445.497,173.167,49.983,13.284,0.042
8870,88459.959,3034.799,389.454,165.077,48.691,13.234,0.042
8890,90528.09,3580.145,478.136,176.039,50.372,13.506,0.043
8910,90741.229,3681.674,502.126,176.881,50.636,13.569,0.043
8930,90205.048,3684.971,508.146,175.197,49.821,13.397,0.044
8950,90168.412,3685.531,512.557,176.288,50.029,13.356,0.044
8970,89625.575,3652.746,502.322,176.357,50.233,13.475,0.044
8990,88553.204,3535.913,477.245,175.887,50.418,13.59,0.045
9010,85226.219,3014.518,387.889,162.73,48.106,13.071,0.044
9030,86248.619,3219.692,424.44,171.193,49.923,13.505,0.045
9050,87827.2,3549.412,484.568,176.674,50.868,13.822,0.046
9070,87773.917,3574.919,491.565,173.568,50.053,13.832,0.046
9090,87647.364,3579.336,491.196,170.268,48.923,13.414,0.046
9110,87007.936,3585.993,505.494,173.706,49.658,13.572,0.046
9130,86964.637,3573.177,509.145,176.315,50.529,13.82,0.047
9150,86611.626,3566.023,508.124,176.329,50.493,13.852,0.047
9170,86138.725,3536.534,500.453,175.915,50.48,13.891,0.047
9190,85512.626,3485.584,485.111,176.053,50.875,14.056,0.047
9210,84047.287,3321.283,447.713,171.69,49.789,13.846,0.045
9230,79821.103,2788.255,357.575,158.602,48.634,13.992,0.043
9250,83101.472,3245.198,434.479,169.84,49.544,13.842,0.044
9270,84057.272,3392.204,469.161,172.947,50.181,13.897,0.043
9290,84040.624,3460.139,494.064,175.28,50.487,13.857,0.042
9310,83747.552,3463.747,500.127,175.653,50.711,14.087,0.043
9330,83431.178,3457.091,500.996,175.004,50.489,14.09,0.043
9350,81492.924,3452.922,501.952,174.935,50.477,14.052,0.042
9370,82372.138,3441.476,502.235,175.017,50.349,13.899,0.043
9390,82428.745,3425.301,498.041,174.824,50.57,14.163,0.044
9410,82049.095,3387.476,482.916,168.612,48.785,13.931,0.044
9430,81749.36,3404.771,493.934,173.623,50.393,14.234,0.044
9450,81436.317,3390.525,492.152,172.726,49.798,13.97,0.045
9470,81059.99,3367.568,490.066,174.41,50.583,14.289,0.046
9490,80673.668,3347.785,482.895,174.631,50.8,14.371,0.046
9510,79940.998,3292.044,466.01,173.278,50.507,14.344,0.047
9530,78302.48,3101.117,425.678,170.82,50.327,14.346,0.047
9550,74043.001,2661.22,347.296,156.269,48.433,14.135,0.047
9570,78155.948,3135.209,432.393,170.669,50.057,14.236,0.048
9590,78858.646,3265.541,465.662,173.223,50.674,14.532,0.049
9610,78802.027,3281.841,474.072,172.049,50.26,14.326,0.048
9630,78502.297,3257.143,474.159,170.71,49.905,14.501,0.049
9650,78255.862,3279.601,481.83,171.814,49.864,14.04,0.048
9670,77956.129,3263.675,477.853,170.848,49.882,14.14,0.049
9690,77646.406,3257.827,479.961,172.16,50.439,14.504,0.05
9710,76937.047,3247.251,484.503,172.753,50.303,14.392,0.05
9730,76980.341,3237.422,483.047,172.712,50.377,14.284,0.05
9750,76737.225,3225.663,479.657,171.069,49.971,14.38,0.051
9770,76004.565,3216.457,481.439,171.787,50.111,14.523,0.051
9790,76141.108,3205.01,480.504,171.69,49.993,14.226,0.05
9810,75844.712,3193.501,479.157,171.814,50.334,14.785,0.052
9830,75518.336,3180.188,477.375,171.704,50.294,14.656,0.052
9850,75258.571,3171.727,473.855,171.345,50.382,14.89,0.053
9870,74965.503,3160.528,472.508,170.613,50.062,14.833,0.053
9890,74675.764,3145.66,469.226,170.185,50.031,14.866,0.053
9910,74372.705,3137.199,469.139,170.144,50.076,14.899,0.053
9930,74102.952,3129.236,468.444,171,50.42,14.932,0.054
9950,73819.873,3115.176,466.358,171.014,50.439,14.974,0.054
9970,73536.796,3098.69,463.88,170.945,50.435,15.016,0.054
9990,73207.09,3079.778,457.057,170.503,50.33,15.048,0.054
10025,71208.907,2893.082,412.401,166.9,50.042,15.01,0.054
10075,69870.115,2794.228,395.603,163.103,49.448,15.031,0.055
10125,70073.267,3002.885,449.451,168.791,50.15,15.171,0.055
10175,70729.335,3002.325,456.362,168.211,49.795,15.163,0.055
10225,70063.275,2981.795,457.34,168.681,50.006,15.237,0.055
10275,69387.226,2958.28,456.188,168.929,50.223,15.366,0.055
10325,68687.852,2930.533,452.798,167.493,49.754,15.242,0.055
10375,68135.024,2910.937,450.777,167.369,49.723,15.309,0.055
10425,67319.095,2888.292,447.974,167.41,50.001,15.503,0.056
10475,66902.802,2864.216,441.15,165.56,49.612,15.466,0.056
10525,66290.022,2840.14,440.585,166.237,49.874,15.63,0.057
10575,65693.9,2819.361,439.521,165.726,49.667,15.572,0.057
10625,65104.429,2798.271,436.826,164.898,49.485,15.682,0.058
10675,64508.302,2765.859,426.07,161.626,48.743,15.602,0.058
10725,63942.15,2752.359,428.612,163.282,49.235,15.699,0.059
10775,63375.991,2732.452,426.33,162.813,48.996,15.723,0.059
10825,62610.019,2691.89,421.723,161.626,48.541,15.592,0.059
10875,62167.088,2670.987,410.337,161.336,48.67,15.805,0.06
10925,58986.631,2387.738,345.927,153.218,48.171,16.013,0.061
10975,60421.997,2548.119,381.261,158.616,48.473,15.973,0.061
11025,60598.504,2617.423,411.315,162.012,49.177,16.11,0.061
11075,60118.942,2610.331,415.204,162.357,49.358,16.232,0.061
11125,59599.414,2590.734,413.531,161.419,49.13,16.249,0.062
11175,59129.834,2570.827,412.249,160.756,48.949,16.22,0.062
11225,58616.963,2551.914,411.097,161.115,49.164,16.362,0.062
11275,58114.087,2520.622,401.21,158.381,48.473,16.175,0.062
11325,57617.868,2504.633,399.841,158.478,48.679,16.342,0.063
11375,57141.634,2495.426,402.383,159.003,48.665,16.248,0.062
11425,56665.394,2476.949,398.102,157.415,48.266,16.153,0.062
11475,56189.159,2459.281,400.341,159.348,49.007,16.565,0.064
11525,55722.915,2441.24,398.624,158.947,48.941,16.702,0.064
11575,55246.682,2423.51,395.842,157.967,48.602,16.626,0.064
11625,54204.291,2402.482,389.106,155.965,48.146,16.449,0.064
11675,54107.709,2385.312,384.782,155.468,48.256,16.638,0.064
11725,53904.561,2370.63,390.062,157.525,48.813,16.903,0.065
11775,53464.961,2346.865,379.892,154.171,48.007,16.663,0.064
11825,53018.701,2336.662,381.783,154.654,47.962,16.696,0.065
11875,52595.738,2318.745,377.415,153.577,47.779,16.648,0.065
11925,52169.464,2304.375,382.478,156.255,48.683,17.106,0.066
11975,51646.601,2284.343,375.981,152.583,47.271,16.595,0.065
12025,51340.22,2271.838,376.698,154.171,48.035,17.085,0.067
12075,50923.922,2255.85,373.351,153.204,47.761,17.023,0.067
12125,50514.291,2239.675,372.134,153.604,48.063,17.237,0.067
12175,50124.644,2224.371,371.722,154.253,48.438,17.367,0.068
12225,49728.339,2208.693,369.157,153.756,48.34,17.404,0.068
12275,49338.687,2193.078,366.658,152.79,48.057,17.407,0.068
12325,48952.372,2178.023,364.942,152.735,48.149,17.453,0.068
12375,48569.387,2163.217,363.681,152.417,48.085,17.549,0.069
12425,48193.059,2148.846,362.703,152.044,47.946,17.512,0.068
12475,47820.063,2130.867,359.791,151.92,48.084,17.667,0.069
12525,47440.403,2118.736,357.684,151.175,47.882,17.593,0.069
12575,47084.068,2102.81,352.968,150.346,47.828,17.754,0.069
12625,46727.721,2090.243,352.121,150.208,47.773,17.775,0.07
12675,46371.373,2076.494,350.404,149.78,47.556,17.74,0.07
12725,46015.03,2056.835,345.406,149.808,47.799,17.9,0.07
12775,45318.993,2007.937,328.065,148.137,47.729,18.034,0.07
12825,43091.01,1820.556,279.41,135.689,45.244,17.609,0.07
12875,44836.096,1995.619,328.608,147.378,47.393,17.956,0.071
12925,44649.595,2004.453,338.952,147.93,47.345,17.851,0.07
12975,44283.269,1993.38,340.408,148.234,47.597,18.208,0.071
13025,43986.867,1982.119,339.778,147.364,47.233,18.157,0.071
13075,43660.493,1969.117,339.191,147.64,47.494,18.347,0.072
13125,43340.786,1956.239,336.996,146.315,46.944,17.902,0.071
13175,43021.073,1941.495,334.15,145.638,46.873,18.142,0.072
13225,42704.7,1930.919,334.302,146.467,47.294,18.475,0.072
13275,42394.971,1918.415,332.498,145.376,46.808,18.327,0.072
13325,42085.252,1905.972,331.064,145.431,47.024,18.494,0.072
13375,41782.201,1893.717,329.195,144.838,46.879,18.61,0.073
13425,41475.809,1881.088,327.609,145.031,47.158,18.788,0.073
13475,41179.404,1869.205,325.914,144.575,47.029,18.835,0.074
13525,40886.337,1857.074,323.371,144.023,46.984,18.9,0.074
13575,40593.274,1845.503,321.35,142.794,46.468,18.81,0.074
13625,40303.532,1833.807,320.916,143.167,46.635,18.789,0.074
13675,40017.125,1821.614,318.808,142.587,46.603,19.05,0.075
13725,39734.049,1810.353,314.549,141.428,46.551,19.222,0.075
13775,39454.303,1799.778,315.201,141.704,46.531,19.219,0.075
13825,39177.887,1788.517,313.875,141.58,46.598,19.355,0.075
13875,38904.796,1777.443,313.484,141.759,46.599,19.257,0.075
13925,38631.714,1766.183,310.398,140.972,46.564,19.528,0.076
13975,38365.283,1755.296,309.725,140.737,46.529,19.616,0.076
14025,38098.861,1744.596,308.269,139.881,46.126,19.472,0.076
14075,37835.769,1733.771,307.182,140.158,46.429,19.773,0.077
14125,37575.999,1723.009,304.813,138.915,45.992,19.705,0.077
14175,37316.238,1712.744,303.922,139.55,46.435,19.966,0.077
14225,37063.131,1702.292,301.815,137.802,45.698,19.823,0.077
14275,36813.358,1691.965,299.989,136.981,45.332,19.451,0.076
14325,36556.922,1681.638,299.229,138.087,46.043,20.099,0.078
14375,36310.48,1671.435,298.338,138.321,46.278,20.262,0.078
14425,36070.697,1659.553,290.602,134.032,44.838,19.943,0.078
14475,35827.586,1651.092,294.861,137.218,46.011,20.418,0.079
14525,35587.801,1640.703,290.319,134.699,45.185,20.281,0.079
14570,35374.659,1632.864,291.84,135.976,45.624,20.414,0.079
14620,35154.861,1623.657,289.993,135.486,45.653,20.658,0.079
14675,34898.426,1613.579,289.363,135.493,45.667,20.76,0.08
14725,34661.972,1604.185,287.299,134.054,45.106,20.594,0.08
14775,34182.405,1594.355,284.8,133.551,45.126,20.754,0.08
14825,34212.378,1585.832,284.452,133.828,45.242,20.926,0.081
14875,33992.578,1576.438,281.736,131.9,44.434,20.527,0.08
14925,33769.444,1567.169,283.322,134.134,45.581,21.313,0.081
14975,33549.642,1556.593,280.78,132.74,45.057,21.193,0.082
15025,33333.175,1546.204,278.389,130.712,43.887,20.077,0.081
15075,33110.043,1534.881,276.216,130.394,44.109,20.772,0.082
15125,32904.56,1522.874,276.455,131.939,45.034,21.542,0.083
15175,32689.423,1510.743,274.456,131.795,45.113,21.591,0.082
15225,32476.946,1501.971,272.066,130.373,44.603,21.675,0.083
15275,32268.803,1489.716,270.87,130.717,44.924,21.918,0.084
15325,32058.991,1478.269,268.48,129.879,44.686,21.93,0.084
15375,31852.516,1477.087,267.48,129.618,44.702,22.181,0.085
15425,31638.373,1454.131,263.395,128.896,44.724,22.367,0.085
15475,31445.549,1461.596,264.134,128.788,44.61,22.429,0.085
15525,31239.068,1452.513,262.222,127.872,44.153,22.262,0.086
15575,31028.925,1418.732,257.702,126.89,43.946,22.322,0.086
15625,30867.406,1458.361,263.504,128.3,44.519,22.632,0.086
15675,30633.615,1417.053,255.572,125.839,43.586,22.371,0.087
15725,30431.132,1391.546,251.965,125.784,43.96,22.613,0.087
15775,30307.577,1440.569,259.266,124.359,42.671,21.738,0.087
15825,30103.096,1427.131,257.745,125.327,43.434,22.546,0.088
15875,29809.362,1341.715,240.448,120.944,42.098,22.201,0.088
15925,29714.446,1393.35,252.356,124.145,43.109,22.719,0.089
15975,29642.181,1418.732,260.809,125.492,43.548,22.916,0.089
16050,29287.5,1387.067,251.422,123.708,43.243,23.194,0.09
16150,28844.235,1335.245,240.513,121.274,42.746,23.129,0.09
16250,28670.392,1378.73,254.833,123.588,43.155,23.304,0.091
16350,28210.807,1338.355,242.338,120.72,42.512,23.393,0.092
16450,27768.877,1289.27,230.734,117.789,41.888,23.276,0.092
16550,27658.641,1336.489,248.488,120.882,42.398,23.286,0.092
16650,27334.602,1323.238,246.793,120.066,42.132,23.101,0.091
16750,26877.346,1280.187,232.038,116.52,41.198,22.624,0.09
16850,26423.428,1231.974,219.608,112.859,40.344,22.658,0.09
16950,26394.12,1280.001,239.34,117.183,41.276,22.711,0.09
17050,26057.756,1267.807,237.992,115.393,40.446,22.253,0.089
17150,25795.662,1255.676,236.428,114.869,40.273,22.077,0.089
17250,25486.273,1238.195,229.235,112.6,39.611,21.875,0.088
17350,24781.578,1152.592,202.409,105.844,38.177,21.752,0.088
17450,24868.499,1204.725,220.673,109.941,38.887,21.605,0.088
17550,24654.363,1204.414,225.78,110.425,38.882,21.48,0.087
17650,24380.938,1192.531,224.411,109.5,38.559,21.38,0.087
17750,24111.519,1180.214,223.194,108.712,38.208,21.111,0.086
17850,23847.091,1168.58,220.803,107.968,38.031,21.108,0.086
17950,23586.658,1157.133,219.108,107.258,37.718,20.886,0.086
18050,23321.566,1140.772,213.413,105.617,37.249,20.638,0.085
18150,22608.212,1068.233,189.748,99.296,35.905,20.526,0.085
18250,22723.773,1104.253,202.706,102.378,36.299,20.318,0.084
18350,22586.231,1111.097,209.762,103.18,36.31,20.125,0.084
18450,22346.448,1101.018,208.593,101.944,35.743,19.759,0.083
18550,22113.325,1089.634,205.929,101.389,35.714,19.877,0.083
18650,21586.469,1073.77,201.022,99.661,35.052,19.518,0.083
18750,21003.329,1006.893,177.079,92.135,33.254,19.268,0.082
18850,21418.288,1053.862,195.989,97.974,34.666,19.338,0.082
18950,21205.812,1048.761,197.582,96.451,33.815,18.737,0.081
19050,20972.024,1038.309,198.178,97.457,34.345,19.084,0.081
19150,20772.206,1029.164,196.248,96.449,33.974,18.871,0.08
19250,20560.065,1019.335,193.764,95.624,33.733,18.774,0.08
19350,20318.617,1003.72,188.119,93.962,33.155,18.32,0.078
19450,19593.606,937.091,166.508,87.665,31.755,18.098,0.078
19550,19906.99,984.932,184.979,92.709,32.826,18.196,0.078
19650,19743.47,982.132,187.206,92.378,32.562,18.163,0.079
19750,19546.981,973.112,185.898,91.474,32.212,17.704,0.077
19850,19353.157,964.215,185.072,91.09,32.099,17.634,0.076
19950,19161.996,955.444,183.52,90.373,31.881,17.633,0.076
